,Id,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CarInsurance,age_group,duration_status,Month,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
1076,1077,1,2,0,0,0,0,1,3,0,3,1,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0
1077,1078,1,3,0,2,0,0,1,2,1,6,2,1,3,1,3,0,0,0,0,1,0,0,0,0,0,0
1078,1079,1,3,0,0,0,0,1,3,0,0,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0
1079,1080,1,3,0,0,0,0,1,3,0,2,1,1,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1080,1081,1,1,0,0,1,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
1081,1082,0,3,0,0,1,0,1,2,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0
1084,1085,1,3,0,0,1,1,1,1,2,2,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0
1085,1086,2,3,0,3,0,0,1,6,0,14,1,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0
1088,1089,1,3,0,0,0,0,1,3,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1089,1090,1,3,0,0,0,0,1,1,0,1,1,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0
1092,1093,0,1,0,0,0,1,1,2,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,0,1,0
1094,1095,1,1,0,0,0,1,1,2,0,0,0,1,3,1,7,0,1,0,0,0,0,0,0,0,0,0
1097,1098,1,1,0,0,0,0,1,1,2,5,0,1,1,1,6,0,0,0,0,0,0,0,0,0,1,0
1098,1099,1,1,0,1,0,0,1,5,0,0,0,0,4,0,11,0,0,0,0,0,1,0,0,0,0,0
1099,1100,1,2,0,0,1,0,1,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
1100,1101,2,3,0,0,0,1,1,3,0,0,0,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0
1101,1102,0,1,0,1,1,0,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0
1102,1103,0,1,0,2,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0
1103,1104,1,1,0,0,0,0,1,8,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0
1104,1105,1,1,0,0,0,0,1,1,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0
1105,1106,0,1,0,1,0,0,1,2,0,10,2,1,0,1,11,0,0,0,0,0,0,0,0,1,0,0
1106,1107,1,1,0,0,0,0,1,2,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
1109,1110,1,2,0,0,0,0,1,2,0,0,0,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0
1110,1111,1,1,0,0,0,0,1,3,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0
1111,1112,1,1,0,0,0,1,1,1,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,1,0
1112,1113,1,1,0,0,0,0,1,5,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1114,1115,0,1,0,3,1,0,1,4,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0
1115,1116,1,3,0,0,1,1,1,1,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1116,1117,1,1,0,1,1,0,1,1,0,3,1,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0
1118,1119,1,1,0,0,1,0,1,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1120,1121,1,1,0,0,1,1,1,2,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1121,1122,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1122,1123,2,3,0,0,1,1,1,1,2,4,0,1,0,1,5,0,0,0,0,1,0,0,0,0,0,0
1126,1127,2,2,0,0,1,0,1,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1127,1128,0,1,0,1,1,0,1,1,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,1,0,0
1128,1129,1,1,0,0,1,0,1,1,2,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0
1129,1130,2,1,0,2,1,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1
1131,1132,1,1,0,0,1,1,1,1,1,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
1133,1134,0,3,0,1,0,0,1,1,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,1,0
1134,1135,0,1,0,0,0,0,1,2,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0
1135,1136,0,1,0,0,0,0,1,2,0,3,1,1,0,0,11,1,0,0,0,0,0,0,0,0,0,0
1138,1139,0,3,0,2,0,0,1,3,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0
1139,1140,1,3,0,2,1,0,1,1,1,5,0,0,2,1,5,0,0,1,0,0,0,0,0,0,0,0
1141,1142,1,2,0,0,0,0,1,3,0,0,0,1,3,1,8,0,1,0,0,0,0,0,0,0,0,0
1142,1143,0,1,0,0,0,0,1,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0
1143,1144,1,2,0,0,0,0,1,2,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0
1145,1146,0,1,0,0,0,0,1,4,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
1147,1148,1,1,0,0,0,0,1,1,4,6,0,1,2,1,7,1,0,0,0,0,0,0,0,0,0,0
1148,1149,1,1,0,0,1,0,1,2,0,4,1,1,2,0,6,0,0,0,0,0,0,0,1,0,0,0
1149,1150,0,1,0,0,0,0,1,1,0,2,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0
1152,1153,1,2,0,0,1,0,1,3,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1153,1154,1,1,0,0,1,0,1,1,0,0,0,0,3,0,11,1,0,0,0,0,0,0,0,0,0,0
1155,1156,1,1,0,0,0,0,1,17,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1158,1159,0,3,0,3,0,0,1,1,1,3,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0
1159,1160,1,1,0,1,1,0,1,4,1,7,1,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0
1162,1163,1,2,0,0,1,0,1,2,0,0,0,0,3,1,8,0,1,0,0,0,0,0,0,0,0,0
1163,1164,1,1,0,0,1,0,1,3,2,2,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0
1164,1165,1,1,0,0,1,0,1,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
1165,1166,1,3,0,0,0,0,1,1,0,3,2,1,1,0,9,0,0,0,0,1,0,0,0,0,0,0
1166,1167,0,2,0,0,1,0,1,2,1,1,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
1167,1168,0,3,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
1169,1170,1,1,0,0,0,0,1,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,1,0
1172,1173,1,3,0,0,1,0,1,1,0,3,0,1,2,1,9,0,0,0,0,1,0,0,0,0,0,0
1174,1175,1,1,0,0,1,0,1,12,0,0,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0
1175,1176,1,3,0,0,1,0,1,3,0,0,0,1,2,1,6,0,0,0,0,0,0,0,0,0,1,0
1180,1181,0,3,0,3,0,0,1,1,1,1,1,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0
1181,1182,1,1,0,0,0,0,1,1,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0
1182,1183,0,3,0,0,0,0,0,1,0,10,1,1,1,1,5,0,0,0,0,1,0,0,0,0,0,0
1183,1184,1,1,0,0,1,0,1,1,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1184,1185,1,1,0,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1185,1186,1,1,0,1,1,0,0,3,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0
1186,1187,1,1,0,0,1,1,1,4,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0
1188,1189,1,1,0,0,1,0,1,1,2,2,2,1,3,1,5,1,0,0,0,0,0,0,0,0,0,0
1192,1193,1,1,0,2,0,0,1,1,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1194,1195,1,1,0,0,1,0,1,3,0,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,1,0
1195,1196,1,1,0,1,0,0,1,1,0,0,0,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0
1197,1198,0,3,0,2,0,0,1,4,0,0,0,0,1,1,6,0,0,0,0,0,0,1,0,0,0,0
1198,1199,1,3,0,0,1,0,1,9,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1199,1200,1,1,0,2,1,1,1,1,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0
1200,1201,1,3,0,1,0,0,1,1,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,0
1201,1202,1,1,0,0,0,0,1,1,0,0,0,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0
1202,1203,2,1,0,0,1,0,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
1203,1204,0,1,0,0,1,0,1,5,0,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0
1205,1206,1,1,0,0,1,0,1,1,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,1,0
1208,1209,1,3,0,1,1,0,1,1,0,0,0,1,1,1,7,0,0,0,0,1,0,0,0,0,0,0
1209,1210,0,3,0,0,0,0,1,5,0,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,1,0
1210,1211,0,3,0,0,0,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0
1211,1212,0,3,0,0,0,1,1,3,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0
1213,1214,1,3,0,0,0,1,0,2,0,0,0,0,3,1,7,0,0,0,0,1,0,0,0,0,0,0
1214,1215,1,3,0,0,0,0,1,6,0,4,1,1,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1215,1216,0,1,0,0,1,0,1,6,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1216,1217,1,1,0,1,1,0,1,1,0,0,0,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0
1217,1218,1,2,0,0,0,0,1,6,0,0,0,1,3,1,7,0,1,0,0,0,0,0,0,0,0,0
1218,1219,1,1,0,0,1,0,1,2,2,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0
1219,1220,1,1,0,1,1,0,1,1,1,1,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0
1220,1221,1,3,0,0,0,0,1,2,2,2,0,1,4,1,12,0,0,0,0,0,0,1,0,0,0,0
1222,1223,1,3,0,0,0,0,1,1,1,1,0,1,4,1,7,0,0,0,0,0,0,0,0,0,1,0
1223,1224,1,3,0,3,0,0,1,2,0,9,0,1,1,1,7,0,0,0,0,1,0,0,0,0,0,0
1225,1226,1,3,0,0,1,0,1,2,2,2,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0
1226,1227,0,1,0,0,0,0,0,1,1,11,1,1,0,1,12,0,0,0,0,0,0,0,1,0,0,0
1228,1229,1,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
1229,1230,1,3,0,0,0,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0
1230,1231,1,3,0,0,1,0,1,1,2,1,2,1,2,1,10,0,0,0,0,1,0,0,0,0,0,0
1231,1232,1,1,0,0,0,0,1,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0
1232,1233,1,3,0,0,0,0,1,1,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,1,0
1235,1236,1,1,0,1,0,0,1,4,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0
1236,1237,0,3,0,1,0,0,1,2,0,1,2,1,1,0,9,0,0,0,0,0,0,0,0,0,1,0
1237,1238,0,1,0,0,1,1,1,1,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0
1238,1239,2,3,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0
1240,1241,1,2,0,0,0,0,1,1,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
1241,1242,1,1,0,0,1,1,1,2,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,1,0
1242,1243,1,1,0,0,0,1,1,1,1,1,0,0,3,0,11,0,0,0,0,0,0,0,0,0,1,0
1243,1244,1,1,0,0,0,0,1,2,0,0,0,0,4,0,10,0,0,0,0,0,1,0,0,0,0,0
1246,1247,0,3,0,3,0,0,1,11,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0
1247,1248,1,1,0,0,0,0,1,2,0,1,1,1,1,0,8,0,0,0,0,0,0,0,1,0,0,0
1248,1249,0,3,0,0,0,0,1,1,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0
1249,1250,1,3,0,1,0,0,1,7,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0
1251,1252,0,3,0,0,0,0,1,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0
1252,1253,0,2,0,1,1,0,1,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0
1254,1255,1,2,0,2,1,0,1,5,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0
1255,1256,1,1,0,0,1,0,0,9,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0
1256,1257,0,1,0,0,1,0,1,2,0,0,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0
1257,1258,0,3,0,1,0,0,1,2,0,0,0,0,1,1,5,0,0,0,0,1,0,0,0,0,0,0
1259,1260,1,3,0,0,1,0,0,9,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0
1260,1261,1,1,0,3,1,1,1,2,0,0,0,0,1,1,11,0,0,0,0,0,0,0,1,0,0,0
1262,1263,1,3,0,3,0,0,0,2,0,3,0,1,4,1,11,0,0,0,0,1,0,0,0,0,0,0
1264,1265,1,1,0,0,1,0,1,1,3,1,0,1,1,1,10,0,1,0,0,0,0,0,0,0,0,0
1265,1266,0,3,0,3,0,0,1,21,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1266,1267,1,2,0,1,1,0,1,4,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0
1267,1268,1,1,0,1,0,0,1,1,0,0,0,1,4,1,11,0,0,0,0,0,1,0,0,0,0,0
1269,1270,1,1,0,0,1,0,1,1,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0
1270,1271,1,3,0,1,0,0,1,1,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,0,0,0
1272,1273,1,1,0,0,0,1,1,1,0,0,0,1,1,1,7,0,0,0,0,0,0,0,1,0,0,0
1273,1274,1,3,0,2,0,0,1,2,0,0,0,1,1,1,8,0,0,0,0,1,0,0,0,0,0,0
1274,1275,1,2,0,0,0,1,1,1,0,0,0,1,3,1,6,0,0,0,1,0,0,0,0,0,0,0
1275,1276,1,1,0,0,1,0,0,1,1,1,2,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0
1276,1277,1,3,0,0,0,0,1,1,0,0,0,1,2,1,8,0,0,0,0,1,0,0,0,0,0,0
1277,1278,1,3,0,0,0,0,1,1,0,0,0,1,3,0,8,0,0,0,0,1,0,0,0,0,0,0
1278,1279,0,3,0,0,1,0,1,6,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1279,1280,1,1,0,0,1,0,1,2,0,0,0,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0
1281,1282,1,3,0,1,0,0,0,7,0,0,0,1,4,1,5,0,0,0,0,1,0,0,0,0,0,0
1282,1283,1,1,0,0,1,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0
1284,1285,1,3,0,0,0,0,1,1,0,2,0,1,3,0,11,0,0,0,0,1,0,0,0,0,0,0
1286,1287,1,3,0,1,0,0,1,6,0,0,0,0,3,0,8,0,0,0,0,1,0,0,0,0,0,0
1287,1288,1,1,0,0,0,0,1,2,0,0,0,0,2,1,7,0,0,0,0,0,0,0,1,0,0,0
1288,1289,1,1,0,0,1,0,1,2,0,0,0,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0
1291,1292,1,3,0,0,1,0,1,2,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0
1293,1294,0,2,0,0,0,0,1,1,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
1295,1296,0,1,0,0,1,0,1,2,0,0,0,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0
1296,1297,1,3,0,1,0,0,1,2,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,1,0
1297,1298,0,1,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
1298,1299,1,2,0,0,1,0,1,2,0,0,0,0,2,1,5,0,1,0,0,0,0,0,0,0,0,0
1300,1301,1,1,0,1,0,0,1,1,0,0,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0
1301,1302,0,1,0,3,1,0,1,11,2,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
1302,1303,1,1,0,0,0,0,1,2,1,3,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0
1303,1304,1,1,0,0,0,0,1,1,1,3,2,1,0,1,12,1,0,0,0,0,0,0,0,0,0,0
1305,1306,1,1,0,0,1,0,1,2,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0
1306,1307,1,3,0,1,0,0,1,1,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0
1307,1308,1,1,0,0,0,1,1,2,0,0,0,0,2,0,7,0,0,0,0,0,1,0,0,0,0,0
1308,1309,0,3,0,2,0,0,1,3,0,0,0,0,2,1,11,0,0,0,0,1,0,0,0,0,0,0
1311,1312,0,3,0,0,0,0,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0
1312,1313,1,1,0,0,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1313,1314,2,3,0,1,0,0,1,3,0,8,2,1,1,0,8,0,0,0,0,1,0,0,0,0,0,0
1316,1317,0,3,0,0,1,0,1,1,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0
1317,1318,1,2,0,3,0,0,1,6,0,0,0,1,3,1,8,0,1,0,0,0,0,0,0,0,0,0
1319,1320,1,1,0,0,1,0,1,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1320,1321,1,3,0,0,0,0,1,1,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0
1322,1323,0,3,0,2,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1324,1325,0,3,0,0,1,0,1,1,1,1,1,1,1,0,10,0,0,0,0,0,0,1,0,0,0,0
1327,1328,1,1,0,1,1,1,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0
1328,1329,2,1,0,0,1,0,1,3,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0
1329,1330,0,3,0,0,0,0,1,2,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0
1330,1331,1,3,0,0,0,0,1,2,0,2,1,1,3,0,8,0,0,0,0,1,0,0,0,0,0,0
1331,1332,1,2,0,1,0,0,1,4,0,0,0,0,3,0,8,0,0,0,1,0,0,0,0,0,0,0
1332,1333,1,3,0,0,1,0,1,2,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0
1333,1334,1,1,0,0,1,0,1,3,1,4,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0
1335,1336,1,1,0,0,1,0,1,1,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0,0,1,0
1336,1337,0,3,0,0,0,0,0,7,0,0,0,1,1,1,7,0,0,0,0,0,0,1,0,0,0,0
1338,1339,0,1,0,1,0,0,1,3,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0
1339,1340,1,2,0,1,1,0,1,2,1,1,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0
1341,1342,1,1,0,0,0,0,1,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0
1343,1344,1,1,0,0,1,0,1,4,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0
1346,1347,1,1,0,2,0,0,0,1,0,2,1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0
1347,1348,1,2,0,1,1,0,1,3,0,0,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0
1349,1350,0,3,0,0,0,0,0,2,0,1,1,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0
1351,1352,1,1,0,1,0,0,1,1,1,5,0,1,1,1,10,0,0,0,0,0,0,0,0,0,1,0
1352,1353,0,1,0,0,1,0,1,4,1,1,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0
1353,1354,1,3,0,1,0,0,0,5,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,1,0
1354,1355,1,2,0,1,0,0,1,2,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0
1355,1356,0,3,0,0,0,1,1,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
1356,1357,1,2,0,0,1,0,1,1,5,2,2,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0
1357,1358,1,3,0,1,1,0,1,1,1,5,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0
1358,1359,1,3,0,3,0,0,1,1,0,0,0,1,2,0,7,1,0,0,0,0,0,0,0,0,0,0
1359,1360,2,3,0,2,0,0,1,1,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,0,1,0
1360,1361,1,3,0,0,0,0,1,3,1,1,1,1,4,0,10,0,0,0,0,1,0,0,0,0,0,0
1361,1362,0,1,1,0,1,1,1,1,0,0,0,1,2,1,7,0,1,0,0,0,0,0,0,0,0,0
1362,1363,0,1,0,0,0,1,1,3,0,0,0,1,3,1,7,0,1,0,0,0,0,0,0,0,0,0
1363,1364,2,1,0,0,0,0,1,2,2,1,2,1,2,0,5,0,0,0,0,0,0,0,0,0,1,0
1364,1365,0,1,0,0,0,0,1,2,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0
1365,1366,1,1,0,1,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0
1366,1367,0,3,0,0,0,0,1,1,1,4,1,1,0,1,9,0,0,0,0,1,0,0,0,0,0,0
1368,1369,0,1,0,1,0,0,1,1,0,0,0,1,1,1,7,0,0,0,0,0,0,0,1,0,0,0
1369,1370,0,1,0,0,0,0,1,2,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,0,0
1370,1371,0,3,0,0,1,0,1,2,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
1371,1372,1,1,0,0,0,0,1,1,0,0,0,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0
1373,1374,0,1,0,0,0,0,1,21,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0
1374,1375,1,1,0,1,0,0,1,2,0,0,0,0,3,0,8,0,1,0,0,0,0,0,0,0,0,0
1375,1376,1,3,0,0,0,0,1,1,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0
1377,1378,2,3,0,0,0,0,1,1,1,1,2,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0
1378,1379,1,1,0,1,0,0,1,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0
1379,1380,1,1,0,0,0,0,1,3,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0
1381,1382,1,1,0,0,0,0,0,2,1,1,1,1,4,1,12,0,0,0,0,0,1,0,0,0,0,0
1382,1383,1,3,0,1,1,0,1,2,0,0,0,1,1,1,6,0,0,0,0,1,0,0,0,0,0,0
1384,1385,1,1,0,0,1,1,1,1,0,0,0,1,1,1,7,0,1,0,0,0,0,0,0,0,0,0
1385,1386,1,2,0,1,0,0,1,2,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0,0,0
1386,1387,2,1,0,0,0,0,1,2,0,0,0,0,1,1,11,1,0,0,0,0,0,0,0,0,0,0
1387,1388,1,3,0,2,1,0,1,2,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0
1388,1389,1,1,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1390,1391,1,2,0,0,1,1,1,4,0,0,0,0,3,0,7,0,0,1,0,0,0,0,0,0,0,0
1391,1392,0,1,0,0,0,1,1,4,0,0,0,1,2,1,6,1,0,0,0,0,0,0,0,0,0,0
1392,1393,2,3,0,1,1,0,0,5,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0
1393,1394,0,1,0,0,0,0,1,2,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0
1394,1395,2,3,0,1,1,0,1,3,0,0,0,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0
1396,1397,1,3,0,1,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0
1399,1400,2,1,0,0,1,0,1,2,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,1,0
1400,1401,1,3,0,1,0,0,1,7,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0
1401,1402,1,2,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,1,0,0,0,0,0
1402,1403,1,1,0,0,1,0,1,8,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0
1403,1404,0,1,0,0,1,0,1,1,1,7,2,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0
1405,1406,0,1,0,0,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1406,1407,1,3,0,1,0,0,1,7,0,0,0,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0
1407,1408,1,2,0,0,1,1,1,1,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0
1411,1412,1,2,0,2,1,0,1,1,0,0,0,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0
1412,1413,0,2,0,0,0,0,1,1,0,2,2,0,1,0,11,0,0,0,0,0,0,0,0,1,0,0
1414,1415,1,3,0,0,0,0,1,3,0,0,0,0,3,0,6,0,0,0,0,0,0,1,0,0,0,0
1415,1416,1,2,0,0,1,0,1,2,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0
1416,1417,1,3,0,0,0,1,1,2,1,1,2,0,1,0,11,0,0,0,0,1,0,0,0,0,0,0
1417,1418,1,1,0,0,0,0,1,1,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0
